"","timestamp","bean_kind","extract_age","alcohol_ratio","alcohol_heated","split","oak_finish","flavor","smell_boozy","smell_vanilla","color","use_again"
"219","7/24/2021 6:11","Madagascar Bourbon Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","Part of the beans were split","No",5,3,5,4,"Yes"
"220","7/24/2021 6:12","Madagascar Bourbon Cure","9-12 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","Part of the beans were split","No",5,5,5,5,"Yes"
"221","7/24/2021 6:12","Papua New Guinea V. planifolia","6-9 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","Not heated","None of the beans were split","No",5,5,5,4,"Yes"
"222","7/24/2021 6:13","Madagascar Bourbon Cure","6-9 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","Not heated","None of the beans were split","No",5,5,5,5,"Yes"
"223","7/24/2021 6:16","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","130° for 72 hours ","None of the beans were split","No",4,3,4,4,"Yes"
"224","7/24/2021 6:18","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","130° for 72 hours","Part of the beans were split","No",4,5,3,4,"Yes"
"225","7/24/2021 6:25","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","no","None of the beans were split","No",5,1,5,4,"Yes"
"226","7/24/2021 6:26","V. tahitensis Papua New Guinea","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","no","None of the beans were split","No",3,2,3,3,"Yes"
"227","7/24/2021 6:43","Madagascar Bourbon Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",4,4,4,4,"Yes"
"228","7/24/2021 6:49","Indonesian","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","I will when it’s time",4,4,5,5,"Yes"
"229","7/24/2021 6:53","Madagascar Mexican Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,4,4,5,"Yes"
"230","7/24/2021 7:06","Papua New Guinea V. planifolia","1-3 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,2,4,5,"Yes"
"231","7/24/2021 7:19","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","Sous vide ","None of the beans were split","No",4,4,4,5,"Yes"
"232","7/24/2021 7:20","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,5,"Yes"
"233","7/24/2021 7:21","Indonesian","6-9 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","Yes warmed to 140* ","Part of the beans were split","No",5,5,5,5,"Yes"
"234","7/24/2021 7:36","Sri Lankan","1-3 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",4,3,5,5,"Yes"
"235","7/24/2021 9:11","Indonesian","9-12 months","Unknown","Not heated","None of the beans were split","No",4,2,4,4,"Yes"
"236","7/24/2021 9:14","Papua New Guinea V. planifolia","6-9 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","Not heated","None of the beans were split","No",5,5,5,4,"Yes"
"237","7/24/2021 9:19","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","","None of the beans were split","No",4,4,4,3,"Maybe"
"238","7/24/2021 9:20","Madagascar Bourbon Cure","1-3 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","no","Yes, all the beans were split","No",4,4,3,5,"Yes"
"239","7/24/2021 9:20","Madagascar Bourbon Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","","None of the beans were split","No",3,4,4,3,"Yes"
"240","7/24/2021 9:23","Albus and Dobby","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","","None of the beans were split","No",1,1,2,3,"No"
"241","7/24/2021 12:34","Papua New Guinea V. planifolia","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","Yes, I used Medium Toast",4,4,5,4,"No"
"242","7/24/2021 12:35","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,4,5,4,"Yes"
"243","7/24/2021 12:52","Ugandan","1-3 months","Triple Fold (About 3 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,4,"Yes"
"244","7/24/2021 13:10","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",1,1,3,3,"No"
"245","7/24/2021 13:31","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",2,2,3,3,"Maybe"
"246","7/24/2021 13:33","Madagascar Bourbon Cure","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,5,"Yes"
"247","7/24/2021 16:48","Madagascar Bourbon Cure","9-12 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","Part of the beans were split","No",4,4,4,5,"Yes"
"248","7/24/2021 16:52","Ugandan mixed evenly with Mexican","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","no","Part of the beans were split","No",3,3,3,4,"Yes"
"249","7/24/2021 16:55","50-50 split of Madagascar and Indonesian","9-12 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","no","Part of the beans were split","No",4,4,4,5,"Yes"
"250","7/24/2021 18:11","Ugandan","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","N/a","Part of the beans were split","No",4,2,3,5,"Maybe"
"251","7/24/2021 20:25","Indonesian","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","Only slightly","None of the beans were split","No",5,4,4,5,"Yes"
"252","7/25/2021 5:22","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,3,4,5,"Yes"
"253","7/25/2021 5:27","Papua New Guinea V. planifolia","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",3,3,3,4,"Yes"
"254","7/25/2021 10:35","Madagascar Mexican Cure","9-12 months","Unknown","No","None of the beans were split","No",4,5,5,4,"Yes"
"255","9/28/2021 5:04","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","72 hrs of crock pot sous vide at 11 months","None of the beans were split","Yes, I used Medium Toast",2,3,3,4,"No"
"256","9/28/2021 5:06","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","72 hr sous vide at 10 months","Part of the beans were split","Yes, I used Medium Toast",4,4,4,4,"Yes"
"257","9/28/2021 5:08","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","72 hr sous vide at 10 months","Yes, all the beans were split","Yes, I used Medium Toast",4,4,4,4,"No"
"258","9/28/2021 5:12","Madagascar Mexican Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,4,5,5,"No"
"259","10/23/2021 5:08","Mixed beans","9-12 months","Unknown","No","None of the beans were split","No",5,5,5,5,"Yes"
"260","1/4/2022 12:55","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","Yes, all the beans were split","No",4,4,5,4,"Maybe"
"261","1/4/2022 12:58","Indonesian","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","Yes, all the beans were split","No",2,4,5,4,"No"
"262","2/4/2022 14:57","Madagascar Bourbon Cure","12-15 months","Higher than Triple Fold (More than 3 oz beans per cup of alcohol)","No","None of the beans were split","No",4,4,4,5,"Yes"
"263","3/2/2022 14:43","Madagascar Bourbon Cure","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,5,"Yes"
"264","3/2/2022 18:37","Madagascar Bourbon Cure","15-18 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","no but kept in cabinet that stays at 70F","None of the beans were split","No",2,3,3,4,"No"
"265","3/3/2022 6:43","Indonesian","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,4,"Yes"
"266","5/4/2022 11:33","Madagascar Bourbon Cure","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","Sous vide 125 degrees for 72 hours","Yes, all the beans were split","No",1,4,4,4,"No"
"267","5/13/2022 17:04","Madagascar Bourbon Cure","","","","","",NA,NA,NA,NA,""
"268","6/10/2022 10:28","Hawaiian ","1-3 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","30 min. In the instant pot. ","Yes, all the beans were split","No",4,3,4,5,"Yes"
"269","6/24/2022 6:03","Sri Lankan","6-9 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","Bo","Yes, all the beans were split","No",5,3,5,5,"Yes"
"270","9/14/2022 8:33","Madagascar Mexican Cure","9-12 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","Part of the beans were split","No",5,5,5,5,"Yes"
"271","9/24/2022 20:46","Ugandan","6-9 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","Part of the beans were split","No",5,4,4,5,"Yes"
"272","12/20/2022 23:21","Sri Lankan","18 months or older","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",4,4,4,4,"Yes"
"273","12/20/2022 23:25","Sri Lankan","18 months or older","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",4,4,4,4,"Yes"
"274","12/20/2022 23:26","Sri Lankan","18 months or older","Double Fold (About 2 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",4,4,4,4,"Yes"
"275","1/18/2023 7:52","Ugandan","15-18 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","Sous vide and split after sugar test in Jan 2023","None of the beans were split","No",1,1,1,5,"No"
"276","1/18/2023 7:54","Papua New Guinea V. planifolia","18 months or older","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","None of the beans were split","No",5,5,5,5,"Yes"
"277","3/3/2023 7:07","Papua New Guinea V. planifolia","12-15 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","I live in the Caribbean, so it has been on the warm side all its life","Yes, all the beans were split","No",4,4,5,4,"Yes"
"278","5/1/2023 10:20","Madagascar Mexican Cure","18 months or older","Single Fold (About 1 oz beans to about 1 cup of alcohol)","no","None of the beans were split","No",5,5,5,5,"Yes"
"279","7/30/2023 13:13","Madagascar Grade A","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No","Yes, all the beans were split","No",5,4,5,4,"Yes"
"280","8/28/2023 10:21","Madagascar Bourbon Cure","12-15 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","No.","Yes, all the beans were split","No",5,5,5,5,"Yes"
"281","12/28/2023 6:09","Ugandan","12-15 months","Higher than Triple Fold (More than 3 oz beans per cup of alcohol)","No","Part of the beans were split","No",5,3,5,4,"Yes"
"282","1/3/2024 11:50","Madagascar Bourbon Cure","9-12 months","Single Fold (About 1 oz beans to about 1 cup of alcohol)","no","None of the beans were split","No",5,5,5,4,"Yes"
"283","1/30/2024 20:21","Madagascar Mexican Cure","12-15 months","Higher than Triple Fold (More than 3 oz beans per cup of alcohol)","No","None of the beans were split","No",4,3,5,4,"Yes"
"284","3/18/2024 18:36","Ugandan","3-6 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","N/A","Yes, all the beans were split","No",4,3,3,3,"Yes"
"285","5/6/2024 8:27","Madagascar Mexican Cure","6-9 months","Double Fold (About 2 oz beans to about 1 cup of alcohol)","100 degrees for 72 hours","Yes, all the beans were split","No",4,3,4,5,"Yes"
